sv,phylum,class,order,family,genus,species
sv-2257:U588-4_S57_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae
sv-2263:U271-9_S224_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-2273:U677-5_S282_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,
sv-2279:U546-5_S50_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae
sv-2294:U234-1_S69_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-2299:U275-1_S254_L001_001,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae/Enterobacteriaceae,Erwinia/Kluyvera,Erwinia_iniecta/Kluyvera_georgiana
sv-2304:U504-6_S49_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-2314:U132-8_S90_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius
sv-2315:U475-5_S88_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis
sv-2321:U685-2_S212_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,,
sv-2322:U234-1_S69_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-2331:U525-5_S302_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2341:U214-1_S146_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica
sv-2361:U532-8_S99_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus
sv-2377:U516-2_S308_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus flavefaciens
sv-2379:U393-5_S112_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae/Clostridiales_Family_XIII._Incertae_Sedis,,
sv-2380:U540-2_S226_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-2390:U131-6_S324_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Muribaculaceae,,
sv-2392:U522-3_S256_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-2403:U190-4_S355_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-2412:U419-5_S221_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-2413:U749-3_S7_L001_001,Firmicutes,Clostridia,Candidatus Borkfalkiales,Candidatus Borkfalkiaceae,Candidatus Borkfalkia,
sv-2415:U210-2_S323_L001_001,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus
sv-2416:U178-2_S173_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-2417:U574-6_S345_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae/Ruminococcaceae,,
sv-2426:U273-4_S72_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus albus
sv-2432:U564-1_S257_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens
sv-2433:U423-8_S270_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-2437:U765-4_S222_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,,
sv-2445:U262-2_S124_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-2446:U522-3_S256_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-2449:U128-8_S244_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-2451:U163-6_S74_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae/Ruminococcaceae,,
sv-2455:U280-2_S194_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
sv-2456:U247-4_S141_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2459:U538-8_S48_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2469:U165-3_S117_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena
sv-2473:U273-5_S126_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecigallinarum
sv-2475:U543-6_S365_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-2481:U250-2_S126_L001_001,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia timonensis
sv-2501:U511-1_S267_L001_001,,,,,,
sv-2508:U076-7_S158_L001_001,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus stomatis
sv-2512:U128-3_S172_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae/Ruminococcaceae,,
sv-2519:U523-3_S211_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-2536:U375-2_S354_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera cerevisiae
sv-2538:U277-1_S373_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
sv-2544:U276-4_S166_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
sv-2549:U319-3_S178_L001_001,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella/Serratia,
sv-2551:U128-2_S185_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] asparagiforme/lavalense
sv-2558:U300-7_S357_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-2568:U273-1_S206_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides plebeius
sv-2580:U166-4_S370_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-2581:U286-1_S362_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2585:U271-3_S111_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-2588:U588-3_S211_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-2592:U549-5_S92_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,Negativibacillus massiliensis
sv-2596:U269-8_S137_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus
sv-2598:U532-1_S46_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri
sv-2623:U276-3_S107_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-2633:U223-6_S350_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii
sv-2638:U224-1_S36_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,
sv-2646:U079-6_S168_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,,
sv-2647:U528-9_S143_L001_001,Firmicutes,Clostridia,Clostridiales,,Evtepia,
sv-2649:U501-7_S237_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-2651:U527-2_S365_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-2654:U185-1_S43_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-2660:U164-3_S111_L001_001,Firmicutes/Tenericutes,Mollicutes/Erysipelotrichia,Anaeroplasmatales/Erysipelotrichales,Erysipelotrichaceae/Anaeroplasmataceae,,
sv-2670:U300-8_S308_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
sv-2689:U133-6_S47_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bromii
sv-2691:U283-4_S236_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetitomaculum,
sv-2693:U129-7_S159_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-2700:U462-5_S137_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
sv-2703:U202-2_S371_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-2710:U166-6_S347_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia anaerobia
sv-2727:U571-2_S275_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-2731:U564-8_S158_L001_001,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
sv-2739:U129-3_S5_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
sv-2746:U184-6_S60_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
sv-2753:U165-1_S218_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
sv-2754:U426-8_S362_L001_001,Cyanobacteria/Proteobacteria,Betaproteobacteria,Nostocales/Burkholderiales,Burkholderiaceae/Symphyonemataceae,Loriellopsis,Loriellopsis cavernicola
sv-2757:U219-1_S305_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,,
sv-2760:U263-1_S63_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus,
sv-2766:U708-3_S340_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Turicibacter sanguinis
sv-2768:U526-2_S86_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-2772:U479-7_S55_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
sv-2781:U151-6_S285_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] aldenense
sv-2784:U166-6_S347_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum
sv-2786:U522-8_S62_L001_001,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae
sv-2787:U184-3_S121_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Eubacteriaceae,,
sv-2790:U543-6_S365_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-2805:U131-4_S145_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-2820:U164-3_S111_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2823:U535-6_S340_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,
sv-2825:U156-1_S89_L001_001,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,Paeniclostridium sordellii
sv-2835:U166-2_S356_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2838:U525-9_S194_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
sv-2842:U128-3_S172_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-2849:U255-7_S90_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
sv-2862:U166-6_S347_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
sv-2873:U529-5_S350_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-2889:U504-7_S83_L001_001,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Ruminiclostridium,Ruminiclostridium cellulolyticum/josui
sv-2891:U535-1_S171_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2905:U386-3_S375_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-2909:U501-4_S305_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-2914:U282-2_S368_L001_001,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter/Leclercia,Enterobacter_hormaechei/Leclercia_adecarboxylata
sv-2926:U247-4_S141_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Marseillibacter,
sv-2934:U247-9_S321_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides gallinarum
sv-2949:U615-9_S349_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bariatricus,
sv-2954:U186-2_S240_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
sv-2961:U134-4_S95_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris
sv-2964:U501-9_S17_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium subterminale
sv-2965:U164-3_S111_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum
sv-2977:U184-3_S121_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-2984:U263-4_S47_L001_001,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii
sv-2985:U621-3_S30_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-2992:U164-3_S111_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus
sv-3001:U185-8_S221_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia massiliensis
sv-3002:U276-4_S166_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-3018:U129-3_S5_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii
sv-3020:U523-5_S299_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-3025:U277-4_S290_L001_001,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc gelidum/inhae
sv-3027:U507-6_S329_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3029:U516-2_S308_L001_001,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis/rupellensis
sv-3031:U149-3_S211_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3032:U582-4_S57_L001_001,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia timonensis
sv-3060:U582-6_S184_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kefiri/otakiensis
sv-3062:U503-2_S289_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-3095:U128-1_S283_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-3105:U500-7_S293_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
sv-3107:U512-6_S229_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
sv-3111:U219-3_S337_L001_001,Firmicutes,Clostridia,Clostridiales,,Flintibacter,
sv-3112:U564-9_S315_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia/Provencibacterium,Provencibacterium_massiliense/Harryflintia_acetispora
sv-3117:U517-5_S264_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,
sv-3134:U186-4_S224_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-3138:U223-4_S121_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-3147:U151-4_S198_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus
sv-3150:U581-9_S334_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae
sv-3186:U163-3_S26_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-3195:U248-1_S23_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-3198:U424-1_S13_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-3201:U029-4X_S360_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3202:U185-4_S326_L001_001,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
sv-3219:U296-9_S229_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Mesosutterella,Mesosutterella multiformis
sv-3238:U214-2_S158_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,
sv-3244:U509-9_S128_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-3249:U296-8_S266_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
sv-3263:U249-9_S133_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-3274:U525-3_S182_L001_001,Firmicutes,,,,,
sv-3275:U543-7_S354_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3287:U200-4_S69_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-3291:U527-5_S285_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3307:U503-2_S289_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis
sv-3319:U526-2_S86_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3322:U507-1_S250_L001_001,Firmicutes,Clostridia,Clostridiales,,Flintibacter,
sv-3329:U518-7_S209_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
sv-3338:U163-7_S372_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,
sv-3351:U188-2_S109_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Marseillibacter,
sv-3354:U503-1_S359_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-3357:U737-2_S89_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-3359:U520-2_S323_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,
sv-3368:U545-9_S133_L001_001,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Murdochiella,Murdochiella massiliensis
sv-3374:U-11-1_S346_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
sv-3376:U250-6_S261_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-3383:U128-8_S244_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-3389:U263-1_S63_L001_001,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Thermoclostridium,
sv-3390:U511-4_S301_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-3398:U545-9_S133_L001_001,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus duerdenii
sv-3409:U545-7_S253_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus catus
sv-3418:U300-6_S366_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae/Ruminococcaceae,,
sv-3437:U214-2_S158_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ventriosum
sv-3440:U516-5_S360_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-3465:U300-9_S332_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena
sv-3489:U259-6_S330_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-3495:U271-6_S123_L001_001,Firmicutes/Actinobacteria_<actinobacteria>,Actinobacteria_<high_GC_Gram+>/Erysipelotrichia,Actinomycetales/Erysipelotrichales,Erysipelotrichaceae/Actinomycetaceae,Varibaculum/Massilimicrobiota,Massilimicrobiota_timonensis/Varibaculum_timonense
sv-3497:U134-4_S95_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides faecis
sv-3525:U133-1_S11_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,,
sv-3540:U221-7_S122_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-3566:U219-7_S282_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum
sv-3574:U154-7_S113_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena
sv-3578:U507-5_S309_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3595:U438-8_S154_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3606:U616-5_S179_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3610:U523-7_S120_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-3618:U506-7_S110_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes
sv-3632:U165-3_S117_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,
sv-3638:U538-5_S60_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Casaltella,Casaltella massiliensis
sv-3663:U250-7_S343_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
sv-3672:U163-3_S26_L001_001,Actinobacteria <actinobacteria>,,,,,
sv-3683:U129-6_S236_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris
sv-3706:U165-3_S117_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-3720:U162-6_S86_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-3732:U526-7_S293_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,
sv-3742:U291-3_S103_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-3754:U582-7_S31_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-3763:U185-1_S43_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
sv-3772:U509-3_S191_L001_001,Firmicutes,,,,,
sv-3808:U187-2_S146_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-3813:U502-1_S4_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus faecis
sv-3817:U523-3_S211_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes obesi
sv-3828:U639-3_S68_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,
sv-3842:U564-9_S315_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] gnavus
sv-3843:U188-5_S48_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-3844:U165-3_S117_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella biformis
sv-3845:U259-5_S160_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3859:U165-4_S178_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-3864:U588-4_S57_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-3873:U525-6_S125_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-3881:U527-1_S379_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica
sv-3896:U540-9_S63_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-3913:U526-7_S293_L001_001,Firmicutes,Clostridia,Clostridiales,,Colidextribacter,
sv-3925:U581-5_S51_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Turicibacter sanguinis
sv-3930:U273-8_S185_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis
sv-3934:U-11-1_S346_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-3940:U184-6_S60_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-3951:U248-3_S208_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,,
sv-3961:U487-7_S228_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
